index,caption_key,original_filename,preprocessed_file,subject,style_tags,training_caption,pixel_mean_abs_diff
2065,02065,img_3_1_0536(2901)_Scan_edit.jpg,02065.png,glass bottles and rosemary,still life|ink wash|negative space,"A still life composition featuring two glass bottles and a glass with a rosemary sprig, placed centrally. The ink wash technique showcases smooth gradients and delicate brushwork, highlighting the transparency and reflections of the glass. The use of negative space enhances the simplicity and elegance of the scene, creating a calm and contemplative atmosphere, still life, ink wash, negative space, traditional ink wash painting",0.0
2066,02066,img_3_1_0608(3689)_Scan_edit.jpg,02066.png,bulldog lying down,realistic|textured|monochrome,"A detailed ink wash painting of a bulldog lying down, centered in the composition with its head resting on its paws. The artist uses dense, textured brush strokes to capture the folds and wrinkles of the skin, creating a lifelike representation. The monochrome palette and subtle gradients convey a serene and contemplative mood, realistic, textured, monochrome, traditional ink wash painting",0.0
2067,02067,img_3_1_0072.p(1356)_Scan_edit.jpg,02067.png,Basketball on hoop,monochrome|ink wash|detailed,"A basketball poised on the rim of a hoop, captured in a close-up view. The ink wash technique uses dense, controlled strokes for the ball and hoop, while the net is depicted with fine, delicate lines. The monochrome palette emphasizes the tension and anticipation of the moment, with subtle gradients adding depth, monochrome, ink wash, detailed, traditional ink wash painting",0.0
2068,02068,img_2_1_0018(591)_Scan_edit.jpg,02068.png,young child,portrait|ink wash|delicate brushwork,"A young child is depicted in a thoughtful pose, centered in the composition. The ink wash technique uses delicate brush strokes to capture the softness of the child's features, with varying ink densities highlighting the texture of the clothing and hair. The monochrome palette creates a serene and contemplative atmosphere, portrait, ink wash, delicate brushwork, traditional ink wash painting",0.0
2069,02069,img_2_1_0329(1137)_Scan_edit.jpg,02069.png,,,,0.0
2070,02070,img_2_1_0069(3019)_Scan_edit.jpg,02070.png,,,,0.0
2071,02071,img_1_1_0011(7225)_Scan_edit.jpg,02071.png,waterfall and forest,ink wash|landscape|nature,"A serene waterfall cascades over rocks in the foreground, framed by a dense forest of trees and foliage. The ink wash technique uses delicate brush strokes to depict the intricate details of the leaves and branches, with varying ink densities creating depth and texture. The scene conveys a tranquil and harmonious atmosphere, with subtle gradients enhancing the natural setting, ink wash, landscape, nature, traditional ink wash painting",0.0
2072,02072,img_1_1_0105.p(7392)_Scan_edit.jpg,02072.png,solitary tree and plowed field,monochrome|ink wash|landscape,"A solitary tree stands at the horizon of a vast, plowed field, viewed from a low angle. The ink wash technique uses bold, sweeping brush strokes to depict the furrows, while the sky is rendered with soft, layered washes creating a dynamic cloudscape. The monochrome palette enhances the serene yet expansive atmosphere, monochrome, ink wash, landscape, traditional ink wash painting",0.0
2073,02073,img_3_1_0609(2860)_Scan_edit.jpg,02073.png,rhinoceros,bold brushwork|ink gradients|negative space,"A rhinoceros stands prominently in the center, depicted with bold, sweeping brush strokes that capture its robust form. The ink varies in density, creating a textured effect on the rhino's skin, while subtle gradients suggest depth and volume. The use of negative space enhances the creature's imposing presence, evoking a sense of strength and tranquility, bold brushwork, ink gradients, negative space, traditional ink wash painting",0.0
2074,02074,img_2_1_0100(5175)_Scan_edit.jpg,02074.png,woman portrait,portrait|ink wash|monochrome,"A portrait of a woman centered in the composition, with a focus on her serene expression. The ink wash technique uses soft, layered brush strokes for the hair and detailed lines for the facial features, creating a gentle contrast. The clothing is depicted with textured strokes, adding depth. The monochrome palette enhances the calm and contemplative mood, portrait, ink wash, monochrome, traditional ink wash painting",0.0
2075,02075,img_2_1_0413(2522)_Scan_edit.jpg,02075.png,father and daughter,portrait|detailed|expressive,"A father carries his daughter on his back, both smiling joyfully. The composition centers on their faces, with detailed brushwork capturing expressions and clothing folds. The ink is dense, with fine lines defining features, while negative space surrounds them, emphasizing their bond. The mood is warm and affectionate, portrait, detailed, expressive, traditional ink wash painting",0.0
2076,02076,img_2_1_0118(629)_Scan_edit.jpg,02076.png,,,,0.0
2077,02077,img_3_1_0656(5818)_Scan_edit.jpg,02077.png,traditional palanquin,traditional|detailed|monochrome,"A traditional palanquin is depicted in a three-quarter view, showcasing intricate line work and detailed patterns. The ink strokes are precise and controlled, highlighting the ornate carvings and structure. The monochrome palette emphasizes the elegance and craftsmanship, creating a sense of historical reverence and cultural significance, traditional, detailed, monochrome, traditional ink wash painting",0.0
2078,02078,img_3_1_0214.p(336)_Scan_edit.jpg,02078.png,worn baseball cap,ink wash|textured|monochrome,"A detailed ink wash painting of a worn baseball cap with a patch and safety pin, centered in the composition. The artist uses varied brush strokes to capture the texture of the fabric, with dense ink for shadows and lighter washes for highlights. The monochrome palette emphasizes the cap's rugged, vintage appearance, creating a nostalgic atmosphere, ink wash, textured, monochrome, traditional ink wash painting",0.0
2079,02079,img_3_1_0139.p(707)_Scan_edit.jpg,02079.png,cello,delicate lines|monochrome|elegant,"A cello is centrally placed, depicted with delicate, flowing ink lines that capture its elegant curves and contours. The brushwork is precise, using fine lines to convey the instrument's structure and subtle wood grain texture. The monochrome palette emphasizes simplicity and grace, creating a serene and contemplative atmosphere, delicate lines, monochrome, elegant, traditional ink wash painting",0.0
2080,02080,img_3_1_0039.p(1319)_Scan_edit.jpg,02080.png,sea turtle,ink wash|brush strokes|negative space,"A sea turtle depicted in a dynamic swimming pose, centered in the composition. The artist uses delicate brush strokes to define the shell's texture and flippers, with varying ink densities creating depth and dimension. Subtle gradients highlight the turtle's form against the negative space, evoking a serene and graceful underwater atmosphere, ink wash, brush strokes, negative space, traditional ink wash painting",0.0
2081,02081,img_1_1_0295.p(3425)_Scan_edit.jpg,02081.png,rugged coastline with rocks,landscape|brushwork|contrast,"A rugged coastline with large rocks dominates the foreground, extending horizontally across the scene. The artist uses bold, textured brush strokes to define the rocky surfaces, with varying ink densities creating depth and contrast. The ocean is depicted with lighter washes, suggesting movement and reflection. The sky is subtly rendered with soft gradients, adding a serene atmosphere, landscape, brushwork, contrast, traditional ink wash painting",0.0
2082,02082,img_3_1_0197(412)_Scan_edit.jpg,02082.png,bell pepper on branch,monochrome|negative space|smooth brushwork,"A single bell pepper hangs from a slender branch, centered in the composition. The artist uses varied ink densities to create depth, with smooth, flowing brush strokes defining the pepper's curves and subtle gradients for the leaves. The negative space emphasizes the simplicity and elegance of the subject, evoking a serene and contemplative mood, monochrome, negative space, smooth brushwork, traditional ink wash painting",0.0
2083,02083,img_1_1_0217(5074)_Scan_edit.jpg,02083.png,sprawling tree,detailed|textured|serene,"A sprawling tree dominates the center, its branches extending widely with intricate, detailed leaves. The trunk is rendered with fine, textured brushwork, while the foliage is dense with varied ink densities, creating depth. The ground is subtly indicated with light strokes, emphasizing the tree's grandeur. The atmosphere is serene and contemplative, detailed, textured, serene, traditional ink wash painting",0.0
2084,02084,img_2_1_0024(973)_Scan_edit.jpg,02084.png,young boy's portrait,portrait|ink wash|detailed brushwork,"A young boy's portrait is centered, capturing a thoughtful expression with detailed brushwork. The ink wash technique uses varying densities to highlight facial features and hair texture, creating depth and contrast. Soft gradients and subtle shading convey a serene and contemplative mood, with minimal background to emphasize the subject, portrait, ink wash, detailed brushwork, traditional ink wash painting",0.0
2085,02085,img_2_1_0320(1810)_Scan_edit.jpg,02085.png,Two children with caps,portrait|ink wash|monochrome,"Two children are depicted in the center, wearing caps and casual clothing, with one child’s arm around the other. The ink wash technique uses varied brush strokes and gradients to create depth and texture, capturing the expressions and clothing details. The monochrome palette emphasizes the bond and innocence, creating a warm and nostalgic atmosphere, portrait, ink wash, monochrome, traditional ink wash painting",0.0
2086,02086,img_3_1_0060.p(532)_Scan_edit.jpg,02086.png,glass bottle,realism|negative space|detailed brushwork,"A tall, intricately detailed glass bottle is centered in the composition, showcasing precise brushwork to depict its reflective surfaces and geometric patterns. The artist employs varying ink densities to capture the transparency and light refraction, creating a realistic yet minimalist effect. The use of negative space enhances the bottle's elegant form, evoking a serene and contemplative mood, realism, negative space, detailed brushwork, traditional ink wash painting",0.0
2087,02087,img_3_1_0230(414)_Scan_edit.jpg,02087.png,boxing gloves,expressive|bold|negative space,"A pair of boxing gloves hangs prominently in the center, depicted with bold, expressive brush strokes. The dense black ink captures the texture and form of the gloves, with subtle gradients suggesting depth and shadow. The use of negative space emphasizes the gloves' presence, creating a contemplative and focused atmosphere, expressive, bold, negative space, traditional ink wash painting",0.0
2088,02088,img_1_1_0273(6386)_Scan_edit.jpg,02088.png,mountain range with figure,landscape|ink wash|moody,"A rugged mountain range stretches diagonally across the composition, with a lone figure standing on a rocky outcrop in the foreground. The ink wash technique uses bold, sweeping brush strokes to define the mountain's contours, while softer washes create a moody, overcast sky. Sparse trees dot the landscape, adding depth and texture, landscape, ink wash, moody, traditional ink wash painting",0.0
2089,02089,img_3_1_0616(2265)_Scan_edit.jpg,02089.png,books and ink pot,detailed|monochrome|contemplative,"A stack of books is centrally placed, with an ink pot and quill on top, and scrolls leaning against them. The brushwork is detailed, with dense ink outlining the books and lighter washes creating texture and depth. The negative space enhances the focus on the objects, creating a contemplative and scholarly atmosphere, detailed, monochrome, contemplative, traditional ink wash painting",0.0
2090,02090,img_3_1_0305(638)_Scan_edit.jpg,02090.png,Duck,detailed brushwork|ink gradients|negative space,"A duck stands in profile, centrally placed, with detailed brushwork capturing the texture of its feathers. The ink varies in density, creating depth and contrast, while subtle wash gradients suggest the softness of plumage. The use of negative space enhances the duck's form, evoking a serene and natural atmosphere, detailed brushwork, ink gradients, negative space, traditional ink wash painting",0.0
2091,02091,img_2_1_0387(1422)_Scan_edit.jpg,02091.png,Young woman in traditional attire,portrait|traditional attire|contemplative,"A young woman in traditional attire is centered in the composition, gazing thoughtfully to the side. The ink wash technique uses soft, flowing brush strokes to depict her clothing, with subtle gradients creating depth and texture. Her hair is rendered with fine, delicate lines, contrasting with the smooth shading of her face. The atmosphere is contemplative and serene, portrait, traditional attire, contemplative, traditional ink wash painting",0.0
2092,02092,img_2_1_0708(2838)_Scan_edit.jpg,02092.png,,,,0.0
2093,02093,img_2_1_0010.p(2998)_Scan_edit.jpg,02093.png,elderly man with glasses,portrait|detailed|monochrome,"A detailed ink wash painting of an elderly man with glasses, centered in the composition. Fine brush strokes capture the texture of his beard and hair, while the glasses are outlined with precision. The ink density varies to highlight facial features, creating a lifelike expression. The monochrome palette enhances the contemplative mood, portrait, detailed, monochrome, traditional ink wash painting",0.0
2094,02094,img_3_1_0541(1179)_Scan_edit.jpg,02094.png,suitcase with books and cloth,ink wash|brush strokes|nostalgic,"A suitcase topped with two books and a textured cloth is centered in the composition, viewed from the front. The ink wash technique uses varied brush strokes to depict the suitcase's metallic sheen and the fabric's texture, with dense ink for shadows and lighter washes for highlights. The atmosphere is nostalgic and contemplative, ink wash, brush strokes, nostalgic, traditional ink wash painting",0.0
2095,02095,img_2_1_0041(1983)_Scan_edit.jpg,02095.png,,,,0.0
2096,02096,img_1_1_0041(5945)_Scan_edit.jpg,02096.png,mountains and river,landscape|ink wash|serene,"A serene landscape with distant mountains and a tranquil river flowing through the foreground. The composition features layered brush strokes for the mountains, with varying ink densities creating depth and texture. Soft wash gradients depict the sky and water, while the use of negative space enhances the peaceful atmosphere, landscape, ink wash, serene, traditional ink wash painting",0.0
2097,02097,img_3_1_0186(394)_Scan_edit.jpg,02097.png,plush toy sheep,soft brushwork|textured|playful,"A plush toy sheep is centered in the composition, depicted with soft, textured brush strokes that mimic the fluffiness of its fur. The ink density varies to create depth, with subtle gradients highlighting the contours of the toy. The use of negative space enhances the simplicity and charm, evoking a playful and gentle atmosphere, soft brushwork, textured, playful, traditional ink wash painting",0.0
2098,02098,img_2_1_0312(3224)_Scan_edit.jpg,02098.png,,,,0.0
2099,02099,img_2_1_0281.p(1990)_Scan_edit.jpg,02099.png,woman sitting on bench,ink wash|brush strokes|monochrome,"A woman in a relaxed pose sits on a bench, her head tilted back, occupying the right side of the composition. The ink wash technique uses smooth, flowing brush strokes to capture the contours of her dress and body, with subtle gradients creating depth. The mood is serene and contemplative, enhanced by the monochrome palette and use of negative space, ink wash, brush strokes, monochrome, traditional ink wash painting",0.0
2100,02100,img_2_1_0424(1106)_Scan_edit.jpg,02100.png,Contemplative portrait of a man,portrait|detailed brushwork|negative space,"A contemplative portrait of a man centered in the composition, depicted with detailed ink brushwork. The artist uses varied ink densities to capture facial features and expressions, with subtle gradients highlighting the texture of the skin and clothing. The background is left as negative space, enhancing the focus on the subject. The mood is introspective and serene, portrait, detailed brushwork, negative space, traditional ink wash painting",0.0
2101,02101,img_3_1_0056.p(690)_Scan_edit.jpg,02101.png,wooden mannequin running,ink wash|dynamic|monochrome,"A wooden mannequin in a dynamic running pose, centrally placed with limbs extended. The ink wash technique uses smooth, controlled brush strokes to depict the mannequin's form, with varying ink densities highlighting the wood grain texture. The composition is monochrome, emphasizing the fluidity and motion of the figure. The atmosphere is lively and energetic, ink wash, dynamic, monochrome, traditional ink wash painting",0.0
2102,02102,img_3_1_0264.p(2988)_Scan_edit.jpg,02102.png,broccoli head,detailed|stippling|monochrome,"A detailed ink wash painting of a broccoli head, centered with a focus on its intricate texture. The artist uses fine, stippled brush strokes to capture the dense florets, while the stalk is rendered with smooth, flowing lines. The monochrome palette emphasizes the natural form, creating a serene and contemplative atmosphere, detailed, stippling, monochrome, traditional ink wash painting",0.0
2103,02103,img_3_1_0009.p(567)_Scan_edit.jpg,02103.png,loaves of bread,textured|negative space|rustic,"Two loaves of bread are depicted in the center, overlapping slightly. The artist uses bold, textured brush strokes to convey the crusty surface, with varying ink density to highlight the bread's form and texture. The use of negative space enhances the simplicity and focus on the subject, creating a calm and rustic atmosphere, textured, negative space, rustic, traditional ink wash painting",0.0
2104,02104,img_2_1_0262(851)_Scan_edit.jpg,02104.png,,,,0.0
2105,02105,img_2_1_0108(4018)_Scan_edit.jpg,02105.png,,,,0.0
2106,02106,img_2_1_0057.p(3013)_Scan_edit.jpg,02106.png,child in shawl,portrait|detailed|monochrome,"A young child wrapped in a textured shawl, centered in the composition. The ink wash technique highlights intricate details of the knitted fabric with fine, controlled brush strokes. The child's face is rendered with delicate lines and subtle shading, creating a serene and contemplative mood. The monochrome palette emphasizes the contrast between the soft features and the detailed garment, portrait, detailed, monochrome, traditional ink wash painting",0.0
2107,02107,img_2_1_0261(2573)_Scan_edit.jpg,02107.png,young boy seated,delicate lines|monochrome|detailed,"A young boy is seated with his arms wrapped around his knees, positioned centrally in the composition. The ink lines are delicate and precise, capturing the details of his clothing and expression. The monochrome palette emphasizes the simplicity and innocence of the scene, with subtle shading adding depth to the figure, delicate lines, monochrome, detailed, traditional ink wash painting",0.0
2108,02108,img_1_1_0147(5203)_Scan_edit.jpg,02108.png,coastal cliff,landscape|ink wash|negative space,"A rugged coastal cliff stretches into the distance, occupying the central and right portions of the composition. The ink wash technique uses bold, textured brush strokes to depict the rocky terrain, with varying ink densities creating depth and contrast. The use of negative space suggests a misty atmosphere, enhancing the sense of isolation and grandeur, landscape, ink wash, negative space, traditional ink wash painting",0.0
2109,02109,img_1_1_0046.p(876)_Scan_edit.jpg,02109.png,coastal cliffs and sea,landscape|ink wash|tranquil,"A coastal scene with rugged cliffs framing the composition on either side, viewed from a low angle. The ink wash technique captures the texture of the rocks with bold, dark strokes, while the sea is depicted with lighter, fluid washes creating a misty effect. The sky is subtly rendered, enhancing the tranquil and contemplative atmosphere, landscape, ink wash, tranquil, traditional ink wash painting",0.0
2110,02110,img_3_1_0638(3171)_Scan_edit.jpg,02110.png,shark,monochrome|bold strokes|negative space,"A shark depicted in profile view, occupying the center of the composition. The artist uses bold, sweeping brush strokes to define the shark's sleek form, with varying ink densities creating a sense of depth and texture. The monochrome palette emphasizes the creature's powerful presence, while the use of negative space enhances the fluidity and movement, monochrome, bold strokes, negative space, traditional ink wash painting",0.0
2111,02111,img_3_1_0216.p(362)_Scan_edit.jpg,02111.png,set of keys,minimalist|linework|negative space,"A set of keys is depicted with precise linework, placed centrally on a plain background. The ink strokes are clean and defined, emphasizing the metallic texture and intricate details of the keys. The composition uses negative space effectively, creating a minimalist and contemplative atmosphere, minimalist, linework, negative space, traditional ink wash painting",0.0
2112,02112,img_3_1_0041(958)_Scan_edit.jpg,02112.png,jellyfish,delicate|ethereal|negative space,"A jellyfish gracefully floats in the center of the composition, depicted with delicate, flowing brush strokes. The artist uses varying ink densities to create texture on the bell and tentacles, with subtle gradients suggesting translucency. The negative space emphasizes the jellyfish's ethereal presence, evoking a serene, underwater atmosphere, delicate, ethereal, negative space, traditional ink wash painting",0.0
2113,02113,img_3_1_0556(3188)_Scan_edit.jpg,02113.png,sunflowers in vase,detailed|ink wash|botanical,"A bouquet of sunflowers in a rounded vase is centered, surrounded by scattered petals and leaves. The ink wash technique uses fine, detailed brush strokes to capture the intricate textures of the sunflower heads and leaves. The ink density varies, creating depth and contrast, while subtle gradients suggest light and shadow, evoking a serene and contemplative atmosphere, detailed, ink wash, botanical, traditional ink wash painting",0.0
2114,02114,img_1_1_0107(5964)_Scan_edit.jpg,02114.png,pavilion and trees,serene|detailed|misty,"A serene pavilion is nestled among leafless trees, overlooking a tranquil river in the background. The composition places the pavilion to the right, with intricate brushwork detailing the wooden structure and branches. Soft ink washes create a misty atmosphere, while the use of negative space enhances the peaceful mood, serene, detailed, misty, traditional ink wash painting",0.0
2115,02115,img_2_1_0395(1610)_Scan_edit.jpg,02115.png,seated man with smartphone,ink wash|fine brushwork|negative space,"A seated man is centered in the composition, cross-legged and focused on a smartphone. The ink wash technique uses fine, controlled brush strokes to detail facial features and clothing folds, with lighter washes for shading. The background is left as negative space, emphasizing the subject's introspective mood, ink wash, fine brushwork, negative space, traditional ink wash painting",0.0
2116,02116,img_2_1_0355(5561)_Scan_edit.jpg,02116.png,seated figure in casual attire,detailed brushwork|varying ink densities|negative space,"A seated figure in casual attire occupies the center of the composition, depicted with detailed brushwork and varying ink densities. The clothing features bold, dark strokes, while the face and hands are rendered with softer, lighter washes. The negative space around the figure enhances the contemplative mood, emphasizing the subject's relaxed posture, detailed brushwork, varying ink densities, negative space, traditional ink wash painting",0.0
2117,02117,img_3_1_0301(861)_Scan_edit.jpg,02117.png,pill bottle and capsules,ink wash|monochrome|gradient shading,"An open pill bottle with scattered capsules, centrally placed and viewed from above. The ink wash technique uses smooth gradients and varying brush strokes to depict the transparency and texture of the bottle and capsules. The monochrome palette enhances the contemplative mood, with subtle shading creating depth and form, ink wash, monochrome, gradient shading, traditional ink wash painting",0.0
2118,02118,img_1_1_0067.p(995)_Scan_edit.jpg,02118.png,mountain landscape with pine trees,landscape|ink wash|negative space,"A mountainous landscape framed by two tall pine trees in the foreground, with the mountain peak rising majestically in the background. The brushwork features bold, dark strokes for the trees, contrasting with lighter, fluid washes for the mountain and sky. The use of negative space creates a sense of depth and tranquility, landscape, ink wash, negative space, traditional ink wash painting",0.0
2119,02119,img_1_1_0089.p(7068)_Scan_edit.jpg,02119.png,wind turbine,landscape|contrast|dynamic,"A towering wind turbine stands prominently in the foreground, set against rolling hills and a cloudy sky. The composition uses bold, sweeping brush strokes for the turbine and softer washes for the landscape, creating a dynamic contrast. The ink varies from dense blacks to light grays, capturing a serene yet powerful atmosphere, landscape, contrast, dynamic, traditional ink wash painting",0.0
2120,02120,img_2_1_0301(3243)_Scan_edit.jpg,02120.png,young woman in dress,delicate brushwork|soft strokes|minimalist,"A young woman in a flowing dress is depicted in three-quarter view, turning slightly to her left. The brushwork is delicate, with soft, fluid strokes capturing the gentle folds of her dress and the subtle expression on her face. The ink density varies to create depth, while the background remains a minimalist negative space, evoking a serene and contemplative mood, delicate brushwork, soft strokes, minimalist, traditional ink wash painting",0.0
2121,02121,img_1_1_0237(6556)_Scan_edit.jpg,02121.png,stone bridge over river,ink wash|brush strokes|contrast,"A stone bridge arches over a flowing river, centered in the composition. The scene is rendered with intricate brush strokes, capturing the texture of the stone and the movement of the water. The ink varies in density, creating depth and contrast, while the background features subtle wash gradients. The atmosphere is serene and timeless, ink wash, brush strokes, contrast, traditional ink wash painting",0.0
2122,02122,img_3_1_0647(3368)_Scan_edit.jpg,02122.png,traditional drum,detailed|ornate|cultural,"A large traditional drum is centrally placed, showcasing intricate patterns on its surface. The brushwork is detailed with dense ink for the ornate designs, while lighter washes highlight the drum's circular face. The use of negative space emphasizes the drum's form, creating a balanced composition. The atmosphere is one of cultural richness and ceremonial significance, detailed, ornate, cultural, traditional ink wash painting",0.0
2123,02123,img_3_1_0559(2463)_Scan_edit.jpg,02123.png,still life with teapot and fruit,still life|ink wash|monochrome,"A still life composition featuring a teapot, a bowl of fruit, and a vase with flowers, centrally placed. The ink wash technique uses fine brush strokes and varying ink densities to create texture and depth, with subtle gradients highlighting the objects' contours. The monochrome palette enhances the serene and contemplative atmosphere, still life, ink wash, monochrome, traditional ink wash painting",0.0
2124,02124,img_3_1_0212(2894)_Scan_edit.jpg,02124.png,Two onions,monochrome|detailed|negative space,"Two onions are depicted with fine, detailed brushwork, positioned diagonally across the canvas. The artist uses delicate, controlled strokes to capture the texture and layers of the onion skins, with varying ink densities to emphasize depth and form. The composition is monochrome, utilizing negative space to highlight the simplicity and elegance of the subject, monochrome, detailed, negative space, traditional ink wash painting",0.0
2125,02125,img_1_1_0221(6260)_Scan_edit.jpg,02125.png,desert landscape with road,landscape|perspective|monochrome,"A vast desert landscape with a long, straight road leading towards distant mesas, placed centrally in the composition. The ink wash technique uses soft gradients and subtle brush strokes to create depth and texture in the rocky formations and sky. The road's linear perspective draws the viewer's eye into the horizon, evoking a sense of solitude and vastness, landscape, perspective, monochrome, traditional ink wash painting",0.0
2126,02126,img_1_1_0114.p(998)_Scan_edit.jpg,02126.png,mountain landscape,landscape|brushwork|negative space,"A serene landscape with distant mountains and a rocky shoreline, viewed from a low angle. Delicate brush strokes define the rugged terrain, while soft ink washes create gentle gradients in the mountains. Sparse use of negative space enhances the tranquil atmosphere, with subtle details suggesting a peaceful village nestled among the hills, landscape, brushwork, negative space, traditional ink wash painting",0.0
2127,02127,img_1_1_0426(6710)_Scan_edit.jpg,02127.png,crashing waves and rocks,dynamic|contrast|negative space,"Dramatic seascape with crashing waves against jagged rocks, positioned centrally. Dynamic brush strokes capture the turbulent motion of water, with dense ink creating contrast against lighter washes. The use of negative space highlights the spray and foam, evoking a sense of power and movement, dynamic, contrast, negative space, traditional ink wash painting",0.0
2128,02128,img_2_1_0319(5567)_Scan_edit.jpg,02128.png,,,,0.0
2129,02129,img_3_1_0176(703)_Scan_edit.jpg,02129.png,backpack,minimalism|texture|contrast,"A backpack is centrally placed, depicted with soft, flowing brush strokes and varying ink densities. The use of light and shadow creates a sense of volume and texture, with subtle gradients suggesting the fabric's folds. The composition is minimalistic, emphasizing the backpack's form against a stark white background, evoking a calm and contemplative atmosphere, minimalism, texture, contrast, traditional ink wash painting",0.0
2130,02130,img_3_1_0156(1349)_Scan_edit.jpg,02130.png,eyeglasses on surface,minimalism|precision|negative space,"A pair of eyeglasses rests on a flat surface, centered in the composition. The ink lines are delicate and precise, with minimal shading and a focus on clean contours. The negative space emphasizes simplicity and balance, creating a calm and contemplative atmosphere, minimalism, precision, negative space, traditional ink wash painting",0.0
2131,02131,img_3_1_0533(2390)_Scan_edit.jpg,02131.png,intricate bracelets,detailed|ornate|monochrome,"Two intricately designed bracelets are depicted, one lying flat and the other tilted, showcasing detailed floral patterns. The ink wash technique highlights the delicate textures with fine, precise brush strokes and varying ink densities, creating a sense of elegance and refinement. The monochrome palette emphasizes the intricate craftsmanship and ornate details, detailed, ornate, monochrome, traditional ink wash painting",0.0
2132,02132,img_1_1_0051.p(1647)_Scan_edit.jpg,02132.png,wooden walkway through cliffs,landscape|monochrome|atmospheric,"A narrow wooden walkway winds through towering rock formations, leading the viewer's eye into the misty distance. Bold, confident brush strokes define the rugged cliffs, while softer washes create a sense of depth and atmosphere. The use of negative space enhances the dramatic contrast between the solid rock and the ethereal mist, evoking a serene yet adventurous mood, landscape, monochrome, atmospheric, traditional ink wash painting",0.0
2133,02133,img_3_1_0306(829)_Scan_edit.jpg,02133.png,mother monkey and baby,monochrome|soft brushwork|intimate,"A mother monkey and her baby are centrally placed, depicted with soft, flowing brush strokes. The ink varies in density, creating depth and texture in the fur, while the eyes are rendered with darker, more concentrated ink. The use of negative space highlights the intimate bond between the two, evoking a serene and tender atmosphere, monochrome, soft brushwork, intimate, traditional ink wash painting",0.0
2134,02134,img_2_1_0127.p(2302)_Scan_edit.jpg,02134.png,woman's portrait,portrait|ink wash|brush strokes,"A portrait of a woman with her hair in a bun, centered and facing forward. The ink wash technique uses soft, fluid brush strokes with varying ink densities to create depth and texture in the hair and facial features. Subtle gradients highlight the contours of the face, while negative space enhances the serene and contemplative mood, portrait, ink wash, brush strokes, traditional ink wash painting",0.0
2135,02135,img_1_1_0197.p(5607)_Scan_edit.jpg,02135.png,coastal cliffs,landscape|ink wash|negative space,"A serene coastal landscape with rocky cliffs emerging from the water, positioned centrally. The ink wash technique uses soft gradients and fluid brush strokes to depict the gentle waves and rugged cliff textures. The use of negative space enhances the tranquil atmosphere, with subtle variations in ink density creating depth and contrast, landscape, ink wash, negative space, traditional ink wash painting",0.0
2136,02136,img_1_1_0097.p(6830)_Scan_edit.jpg,02136.png,mountain landscape with cabin,landscape|monochrome|ink wash,"A rustic cabin is nestled in the foreground of a mountainous landscape, viewed from a slightly elevated perspective. The ink wash technique employs varied brush strokes to depict the rugged texture of the mountains and the delicate foliage of trees. The use of negative space enhances the depth, while the monochrome palette evokes a serene and timeless atmosphere, landscape, monochrome, ink wash, traditional ink wash painting",0.0
2137,02137,img_3_1_0170(457)_Scan_edit.jpg,02137.png,worn boot,monochrome|bold strokes|negative space,"A single worn boot is depicted in the center, angled slightly to the right. The artist uses bold, dark brush strokes to convey the boot's texture and form, with varying ink densities creating depth and shadow. The use of negative space highlights the boot's contours, evoking a sense of solitude and nostalgia, monochrome, bold strokes, negative space, traditional ink wash painting",0.0
2138,02138,img_2_1_0405(3207)_Scan_edit.jpg,02138.png,woman gazing upward,portrait|ink wash|serene,"A woman gazes upward, centered in the composition, with her hair flowing gently. The ink wash technique uses soft, fluid brush strokes to create delicate gradients on her dress and hair, while her facial features are defined with darker, precise lines. The use of negative space enhances the serene and contemplative mood, portrait, ink wash, serene, traditional ink wash painting",0.0
2139,02139,img_1_1_0423(7023)_Scan_edit.jpg,02139.png,seascape with rocks and waves,dynamic|monochrome|contrast,"A dramatic seascape with jagged rocks centered amidst turbulent waves, viewed from a low angle. Dynamic brush strokes create swirling patterns in the water and sky, with varying ink densities conveying movement and depth. The monochrome palette enhances the stormy, intense atmosphere, emphasizing the contrast between the dark rocks and the foamy sea, dynamic, monochrome, contrast, traditional ink wash painting",0.0
2140,02140,img_2_1_0054(307)_Scan_edit.jpg,02140.png,elderly man and young child,ink wash|brush strokes|emotional,"A tender moment between an elderly man and a young child, centered in the composition. The ink wash technique uses delicate brush strokes to capture the textures of their hair and clothing, with subtle gradients highlighting their expressions. The monochrome palette enhances the emotional connection, creating a warm and intimate atmosphere, ink wash, brush strokes, emotional, traditional ink wash painting",0.0
2141,02141,img_1_1_0156.p(1192)_Scan_edit.jpg,02141.png,mountain range,landscape|ink wash|textured,"A rugged mountain range stretches across the middle of the composition, viewed from a low angle. The ink wash technique uses dense, textured brush strokes to convey the rocky surfaces, with subtle gradients suggesting depth and shadow. The sky is rendered with a light wash, creating a serene and expansive atmosphere, landscape, ink wash, textured, traditional ink wash painting",0.0
2142,02142,img_1_1_0170(6101)_Scan_edit.jpg,02142.png,seascape with mountains,seascape|ink wash|tranquil,"A serene seascape with gentle waves in the foreground, leading to distant mountains under a cloudy sky. The ink wash technique uses fluid brush strokes and varying ink densities to create depth and texture in the water and sky. The use of negative space enhances the tranquil atmosphere, with subtle gradients suggesting a calm, overcast day, seascape, ink wash, tranquil, traditional ink wash painting",0.0
